customer_id,name,ssn,occupation,snapshot_date,age
cus_0x11a4,caroline humerc,000-40-3312,manager,2023-11-01,44.0
cus_0x11ac,liana b.v,835-92-7751,journalist,2024-08-01,26.0
cus_0x11ae,xiaoyi shaou,032-97-5902,architect,2024-11-01,22.0
cus_0x11b1,browne,347-47-6952,_______,2023-05-01,28.0
cus_0x11b7,cremern,440-53-1294,teacher,2025-01-01,28.0
cus_0x11c0,bryana,534-48-4062,media_manager,2023-08-01,19.0
cus_0x11c1,mark felsenthalk,688-99-5258,engineer,2025-01-01,34.0
cus_0x11c6,andreaj,170-12-4663,manager,2023-09-01,49.0
cus_0x11c7,raden reddallh,646-19-1493,architect,2023-03-01,53.0
cus_0x11d1,jennifer ablans,unknown,mechanic,2023-07-01,25.0
cus_0x11d9,annika breidthardtd,548-26-8600,scientist,2025-01-01,42.0
cus_0x11e2,valetkevitchr,809-04-1419,musician,2024-12-01,34.0
cus_0x11eb,millikenw,032-85-4630,_______,2023-07-01,33.0
cus_0x11ec,william schombergh,417-74-2163,journalist,2024-12-01,34.0
cus_0x11fc,dmitracovaa,092-20-3138,lawyer,2023-04-01,30.0
cus_0x1204,lashg,741-78-3585,writer,2024-03-01,46.0
cus_0x1207,wheatleym,365-76-1037,developer,2023-12-01,34.0
cus_0x120c,james regann,212-98-0232,scientist,2023-07-01,15.0
cus_0x120d,martinx,477-68-6707,lawyer,2025-01-01,27.0
cus_0x1216,robin emmotti,256-37-5248,engineer,2023-04-01,19.0
cus_0x121b,cheeu,162-52-8159,architect,2024-09-01,42.0
cus_0x1220,berkowitze,unknown,architect,2024-04-01,31.0
cus_0x1226,hildebry,027-55-0167,_______,2024-04-01,52.0
cus_0x122c,papadimasf,883-73-9594,entrepreneur,2024-08-01,48.0
cus_0x122f,donovang,179-85-5358,media_manager,2024-05-01,33.0
cus_0x1231,james reganc,780-20-7811,journalist,2024-11-01,39.0
cus_0x1232,lawderr,441-26-1297,developer,2024-09-01,17.0
cus_0x1233,tetsushi kajimotox,816-01-8282,entrepreneur,2024-05-01,51.0
cus_0x1234,carrickn,101-01-2307,musician,2024-12-01,24.0
cus_0x1236,felsenthalq,144-88-9752,scientist,2024-05-01,25.0
cus_0x123a,michelle martinh,669-29-3700,media_manager,2023-03-01,14.0
cus_0x123d,james reganl,736-67-4134,architect,2023-11-01,31.0
cus_0x1246,vaughanl,609-30-7406,entrepreneur,2023-09-01,33.0
cus_0x1249,soyoung kimm,851-75-4209,teacher,2024-05-01,32.0
cus_0x124a,b.d,591-07-8373,developer,2023-07-01,28.0
cus_0x1250,denny thomasx,unknown,developer,2023-12-01,28.0
cus_0x1252,irene preisingera,938-09-5300,entrepreneur,2023-02-01,28.0
cus_0x1255,matt scuffhamx,unknown,scientist,2023-08-01,47.0
cus_0x1258,flynng,673-09-0668,entrepreneur,2025-01-01,50.0
cus_0x125c,luciae,298-95-1359,manager,2024-05-01,35.0
cus_0x1269,chadbournk,755-70-8952,manager,2024-01-01,22.0
cus_0x126d,brownj,047-21-1235,architect,2024-11-01,36.0
cus_0x1271,carrick mollenkampq,842-43-2499,architect,2023-03-01,46.0
cus_0x1274,whited,298-61-0480,scientist,2024-08-01,33.0
cus_0x1277,baileyt,682-00-8701,engineer,2024-10-01,23.0
cus_0x1278,rothackern,144-54-2861,teacher,2024-10-01,20.0
cus_0x127d,mccoolg,829-08-2773,doctor,2024-11-01,43.0
cus_0x1281,ernardop,728-18-4971,writer,2023-11-01,18.0
cus_0x1285,lauriay,540-18-1115,architect,2023-04-01,43.0
cus_0x1286,david alexo,456-37-9366,entrepreneur,2024-06-01,33.0
cus_0x1288,taylorq,609-85-2725,doctor,2024-08-01,34.0
cus_0x128e,leikam,827-28-8015,mechanic,2023-06-01,19.0
cus_0x128f,david gaffenk,015-60-0619,teacher,2024-05-01,32.0
cus_0x1290,pattanaikb,922-15-4739,architect,2024-01-01,31.0
cus_0x1297,edwardsz,unknown,manager,2023-01-01,46.0
cus_0x1298,melg,779-78-0153,lawyer,2024-11-01,49.0
cus_0x129b,n.w,unknown,entrepreneur,2023-02-01,24.0
cus_0x12a4,thomas ferraroz,694-31-4893,mechanic,2024-11-01,24.0
cus_0x12a6,natem,191-09-1571,manager,2023-02-01,25.0
cus_0x12a7,luciat,145-72-2113,media_manager,2023-05-01,37.0
cus_0x12a8,baertleine,036-08-3232,doctor,2024-06-01,44.0
cus_0x12a9,driverb,583-20-9758,media_manager,2023-05-01,44.0
cus_0x12af,marius zahariao,430-21-6270,manager,2024-03-01,37.0
cus_0x12b6,slatere,652-60-9119,writer,2024-02-01,18.0
cus_0x12b8,cheef,706-59-9144,doctor,2024-02-01,29.0
cus_0x12be,matt scuffhamv,157-93-9714,engineer,2023-04-01,34.0
cus_0x12bf,tarar,235-33-4203,entrepreneur,2023-09-01,51.0
cus_0x12c1,michelek,902-44-7100,manager,2023-04-01,48.0
cus_0x12cb,sakarif,075-60-6485,writer,2024-03-01,39.0
cus_0x12cc,lauren tarat,761-36-5969,developer,2024-08-01,30.0
cus_0x12ce,john mccrankz,460-15-2731,accountant,2023-07-01,42.0
cus_0x12d1,hirschlers,618-45-3370,accountant,2024-01-01,41.0
cus_0x12d5,ita bosed,518-01-2262,scientist,2024-01-01,28.0
cus_0x12dd,liana b.v,954-59-1206,developer,2023-03-01,36.0
cus_0x12e7,le,603-76-3049,architect,2023-10-01,43.0
cus_0x12ea,aubine,511-49-3728,doctor,2023-08-01,15.0
cus_0x12ec,guptax,836-23-7353,scientist,2023-09-01,42.0
cus_0x12ef,christiaans,912-09-9755,mechanic,2024-02-01,43.0
cus_0x12f2,luke bakeri,006-09-7131,writer,2023-12-01,25.0
cus_0x12fa,kathrinw,966-60-1936,manager,2023-11-01,46.0
cus_0x12fb,jeb blountz,006-29-8039,doctor,2023-01-01,35.0
cus_0x12fc,illo,439-29-4580,manager,2024-03-01,18.0
cus_0x1309,mirnaw,691-12-6696,writer,2024-06-01,51.0
cus_0x130b,nicolacib,049-83-9018,writer,2023-04-01,31.0
cus_0x130c,douwe miedemaq,187-00-5211,engineer,2025-01-01,43.0
cus_0x1319,casey sullivany,unknown,media_manager,2023-06-01,47.0
cus_0x131f,silke koltrowitzl,006-11-7238,developer,2024-05-01,46.0
cus_0x1324,jennifer sabaf,477-00-3913,mechanic,2023-03-01,20.0
cus_0x1325,philipz,918-42-0845,accountant,2023-01-01,27.0
cus_0x1326,camposs,994-98-1405,mechanic,2023-08-01,19.0
cus_0x1329,richarda,525-33-6734,entrepreneur,2023-06-01,50.0
cus_0x132f,mark felsenthald,561-60-9294,musician,2024-10-01,41.0
cus_0x1330,soyoung kimc,unknown,media_manager,2023-09-01,33.0
cus_0x1338,olivia orang,250-62-9181,_______,2024-08-01,40.0
cus_0x133b,bernard vaughanz,072-54-2150,lawyer,2024-05-01,33.0
cus_0x133d,taigai,unknown,musician,2025-01-01,21.0
cus_0x133e,carews,914-49-0079,entrepreneur,2024-01-01,41.0
cus_0x133f,ernie woodallm,630-81-5640,manager,2025-01-01,30.0
cus_0x1340,matthewo,868-01-7823,architect,2023-05-01,42.0
cus_0x1341,zhuk,155-02-9593,mechanic,2023-01-01,47.0
cus_0x1343,aubinm,443-92-7114,teacher,2024-04-01,21.0
cus_0x1348,sudip kar-guptaq,unknown,lawyer,2023-12-01,43.0
cus_0x134d,woldep,640-44-8899,media_manager,2024-02-01,43.0
cus_0x1354,n.p,432-99-3925,entrepreneur,2024-12-01,24.0
cus_0x1355,clement tana,858-73-0131,entrepreneur,2023-12-01,30.0
cus_0x1358,narayanan somasundaramg,967-90-7262,teacher,2023-11-01,18.0
cus_0x135c,brownc,594-39-3524,_______,2023-02-01,41.0
cus_0x1367,caroline valetkevitchi,434-08-1310,engineer,2023-11-01,45.0
cus_0x136b,luciana otonit,444-16-2415,writer,2023-03-01,45.0
cus_0x136c,mutikanik,158-74-4274,lawyer,2023-08-01,56.0
cus_0x1370,rothackerb,710-06-0138,writer,2024-08-01,32.0
cus_0x1375,stanley whitev,841-27-0645,lawyer,2023-01-01,15.0
cus_0x1378,alan wheatleyx,674-69-0430,mechanic,2024-08-01,15.0
cus_0x137d,frencho,193-22-4579,media_manager,2024-12-01,33.0
cus_0x1382,olesya dmitracovaq,unknown,entrepreneur,2024-05-01,45.0
cus_0x1383,niklasb,000-58-0568,developer,2024-01-01,19.0
cus_0x138b,ernie woodallh,307-80-8496,engineer,2023-12-01,42.0
cus_0x138d,"\"odonnell\"\"d\"",568-44-1961,mechanic,2024-11-01,39.0
cus_0x138e,herbertu,388-88-9221,lawyer,2023-10-01,52.0
cus_0x138f,mccranko,569-14-9292,entrepreneur,2023-08-01,30.0
cus_0x139b,chen aizhuk,346-99-5140,scientist,2024-08-01,46.0
cus_0x13a8,baileyz,918-56-2439,journalist,2023-01-01,41.0
cus_0x13a9,saprud,920-85-0637,manager,2024-08-01,46.0
cus_0x13b0,doug palmerl,724-94-0404,entrepreneur,2023-07-01,33.0
cus_0x13b2,horowitze,404-97-1261,musician,2023-11-01,27.0
cus_0x13b5,tim reids,023-34-9301,lawyer,2024-07-01,54.0
cus_0x13b8,ill rigbyb,094-65-0795,scientist,2024-07-01,29.0
cus_0x13bc,rie ishiguroi,934-82-6083,engineer,2023-11-01,23.0
cus_0x13c2,menonv,090-98-4724,teacher,2024-02-01,40.0
cus_0x13c7,asmab,305-39-6641,teacher,2024-04-01,34.0
cus_0x13ce,rax,396-50-4794,manager,2024-08-01,52.0
cus_0x13d1,lt,689-84-3896,musician,2023-05-01,22.0
cus_0x13d5,camposq,604-47-5660,musician,2024-04-01,50.0
cus_0x13d6,michaelk,502-34-9558,engineer,2023-07-01,44.0
cus_0x13db,natalieq,223-95-2140,engineer,2023-12-01,24.0
cus_0x13de,scottx,298-78-5836,lawyer,2023-07-01,35.0
cus_0x13df,clareh,082-87-9651,engineer,2023-03-01,38.0
cus_0x13e3,sakthi prasadb,437-66-3296,musician,2023-12-01,55.0
cus_0x13e4,edward krudyl,652-14-9122,doctor,2025-01-01,33.0
cus_0x13e7,danielm,548-61-8467,scientist,2023-08-01,36.0
cus_0x13eb,ryanh,110-23-1785,journalist,2023-05-01,30.0
cus_0x13ec,gabriel wildauu,840-30-6552,engineer,2023-07-01,55.0
cus_0x13ee,claraj,497-59-7351,doctor,2023-03-01,31.0
cus_0x13ef,lukey,767-08-2746,media_manager,2023-01-01,52.0
cus_0x13f6,levinea,178-96-0125,entrepreneur,2023-07-01,46.0
cus_0x13f8,pedrob,124-54-4852,mechanic,2024-06-01,19.0
cus_0x13fa,olivia oranh,158-05-0970,manager,2024-10-01,22.0
cus_0x13fb,umeshc,995-80-1416,doctor,2024-11-01,22.0
cus_0x140e,myles neliganp,622-11-3102,engineer,2024-09-01,41.0
cus_0x1410,kiharaj,087-58-6247,teacher,2024-10-01,43.0
cus_0x1414,chatterjeeo,960-30-9698,journalist,2024-02-01,46.0
cus_0x1416,valentinaz,036-32-2011,accountant,2023-11-01,20.0
cus_0x141c,singh rossy,862-01-8685,manager,2023-09-01,43.0
cus_0x141d,joew,989-82-3003,journalist,2023-04-01,26.0
cus_0x1422,eva kuehnent,unknown,developer,2024-04-01,16.0
cus_0x1425,eric onstadq,502-31-6140,teacher,2024-09-01,34.0
cus_0x142f,langey,158-89-2902,mechanic,2023-06-01,54.0
cus_0x1430,chiango,945-49-4517,doctor,2023-09-01,30.0
cus_0x1431,lefteris papadimasq,752-76-8063,mechanic,2023-04-01,32.0
cus_0x1436,jonesn,988-70-0775,developer,2024-10-01,23.0
cus_0x1437,emilyb,865-46-7860,scientist,2024-12-01,46.0
cus_0x1439,andreah,861-71-4122,_______,2023-12-01,23.0
cus_0x143a,lynch jonathans,782-10-3214,teacher,2023-08-01,32.0
cus_0x143c,kumar singhj,422-18-4190,accountant,2024-01-01,35.0
cus_0x143d,joneso,797-30-1627,scientist,2024-12-01,27.0
cus_0x1440,jinq,807-69-2993,teacher,2023-01-01,19.0
cus_0x1441,clarky,150-43-9697,journalist,2023-12-01,22.0
cus_0x1443,saeed azharq,557-52-9177,lawyer,2023-01-01,31.0
cus_0x1447,fool,836-93-7211,doctor,2024-10-01,22.0
cus_0x144c,karen freifelde,317-80-3283,mechanic,2024-03-01,53.0
cus_0x144d,dokoupill,269-66-4319,mechanic,2024-12-01,23.0
cus_0x144f,katyad,035-27-0594,engineer,2024-07-01,17.0
cus_0x1452,sarah whited,976-05-6851,architect,2023-02-01,41.0
cus_0x1453,ailx,580-73-5233,scientist,2023-08-01,48.0
cus_0x1458,harro tenk,222-55-6808,developer,2024-12-01,33.0
cus_0x145a,oreskovicb,648-17-9617,lawyer,2023-01-01,29.0
cus_0x145c,lewis krauskopfu,448-30-5081,writer,2023-06-01,33.0
cus_0x1463,rachnae,239-41-8144,media_manager,2025-01-01,50.0
cus_0x146a,ryanu,473-27-3479,architect,2024-09-01,35.0
cus_0x1470,jatindrax,541-60-3931,accountant,2024-02-01,24.0
cus_0x1471,peg mackeyo,unknown,teacher,2023-08-01,43.0
cus_0x1472,chiangx,144-90-7708,entrepreneur,2024-06-01,38.0
cus_0x147a,chriss,947-32-0844,writer,2024-08-01,20.0
cus_0x147c,soyoungb,504-71-5417,teacher,2023-10-01,32.0
cus_0x1488,kirstiny,856-92-9467,entrepreneur,2023-12-01,39.0
cus_0x148b,waltero,947-71-1861,architect,2023-04-01,49.0
cus_0x148e,n.o,942-00-5565,accountant,2024-05-01,45.0
cus_0x1492,en hirschlerw,612-31-0459,teacher,2023-01-01,36.0
cus_0x1498,raymondk,335-78-1643,manager,2023-10-01,40.0
cus_0x1499,guptaj,440-22-8350,engineer,2025-01-01,50.0
cus_0x149e,daveq,760-87-5470,media_manager,2023-06-01,35.0
cus_0x14a3,prustyx,642-06-3189,media_manager,2023-07-01,33.0
cus_0x14b3,georged,109-01-0234,lawyer,2023-07-01,54.0
cus_0x14b4,ingramp,377-94-2974,engineer,2023-04-01,33.0
cus_0x14b9,silvia aloisit,035-83-1012,architect,2023-07-01,30.0
cus_0x14ba,kevin yaoe,961-03-0481,teacher,2023-05-01,20.0
cus_0x14c1,denny thomasz,695-59-2005,media_manager,2023-11-01,37.0
cus_0x14c2,diane bartzx,840-29-3626,architect,2024-09-01,31.0
cus_0x14ca,bosellip,348-82-9499,teacher,2023-06-01,29.0
cus_0x14ce,laul,318-82-4117,musician,2024-04-01,44.0
cus_0x14cf,philf,195-25-5475,musician,2023-08-01,29.0
cus_0x14d0,huwk,271-41-2506,musician,2024-01-01,22.0
cus_0x14d1,matthewx,166-12-0556,journalist,2023-09-01,28.0
cus_0x14d3,enl,219-57-6916,teacher,2023-12-01,32.0
cus_0x14d5,kirstinz,476-48-0347,engineer,2023-02-01,37.0
cus_0x14d8,miyoung kimg,577-56-8377,writer,2023-03-01,47.0
cus_0x14d9,subhedarm,225-59-9039,writer,2024-10-01,36.0
cus_0x14de,ormsbya,656-31-0155,manager,2023-09-01,22.0
cus_0x14e5,michael flahertym,836-69-3439,doctor,2023-09-01,29.0
cus_0x14ea,tom polanseks,298-76-0431,teacher,2023-11-01,42.0
cus_0x14ec,mattp,931-56-3569,media_manager,2024-07-01,27.0
cus_0x14f1,viswanathag,unknown,engineer,2024-09-01,30.0
cus_0x14f4,richardc,870-88-0893,developer,2024-12-01,23.0
cus_0x14f5,richard leongd,497-15-6333,doctor,2023-10-01,41.0
cus_0x14f6,jarryj,095-65-3687,doctor,2024-09-01,33.0
cus_0x14ff,ishchenkox,027-71-3979,writer,2023-04-01,33.0
cus_0x150b,pete sweeneyw,459-49-6464,entrepreneur,2024-05-01,21.0
cus_0x150c,robd,008-81-3367,mechanic,2023-07-01,21.0
cus_0x150d,costa markl,868-87-6401,writer,2024-01-01,38.0
cus_0x1510,slatert,847-73-6303,doctor,2024-08-01,27.0
cus_0x151b,allison martelln,224-45-3294,journalist,2024-12-01,33.0
cus_0x1521,sineadm,unknown,accountant,2023-03-01,54.0
cus_0x1528,foow,770-63-1122,entrepreneur,2024-04-01,44.0
cus_0x1534,ernest scheyderi,764-41-7508,scientist,2024-04-01,26.0
cus_0x1535,reganv,600-38-3364,musician,2024-11-01,22.0
cus_0x1537,michaele,540-88-5808,_______,2023-04-01,40.0
cus_0x153d,saraht,365-79-1629,accountant,2023-01-01,20.0
cus_0x1540,soyoung kimf,742-16-8468,engineer,2024-10-01,26.0
cus_0x1542,james regans,946-39-9629,engineer,2024-12-01,43.0
cus_0x1546,ryanh,078-43-8169,engineer,2024-03-01,17.0
cus_0x1550,scuffhamm,unknown,musician,2024-01-01,38.0
cus_0x1551,kyle petersonm,210-96-9043,entrepreneur,2024-11-01,28.0
cus_0x155b,vellacottv,642-53-3146,_______,2024-10-01,26.0
cus_0x1563,scottc,303-54-9202,developer,2024-12-01,16.0
cus_0x1567,tetsushik,675-44-1792,entrepreneur,2023-01-01,31.0
cus_0x1572,martin pettys,031-16-3010,engineer,2024-08-01,39.0
cus_0x1577,wohlg,812-17-6549,mechanic,2023-05-01,23.0
cus_0x157a,ben klaymani,103-88-8332,media_manager,2023-06-01,16.0
cus_0x157d,thompsonf,901-97-7993,teacher,2024-10-01,24.0
cus_0x1585,kazunori takadax,168-46-0002,media_manager,2023-06-01,22.0
cus_0x1589,olivia oranw,618-91-2082,doctor,2024-01-01,36.0
cus_0x158e,rodrigoo,208-03-8186,writer,2024-11-01,34.0
cus_0x1591,olivia oranh,352-06-6563,writer,2024-03-01,20.0
cus_0x1595,lucy hornbyw,132-58-0299,accountant,2024-07-01,40.0
cus_0x159b,thatcheri,437-45-4869,architect,2024-08-01,35.0
cus_0x159f,millikenw,554-38-9690,engineer,2023-11-01,34.0
cus_0x15a3,mccrankd,174-73-2790,mechanic,2024-06-01,31.0
cus_0x15a4,madeline chamberss,208-96-4573,engineer,2023-03-01,22.0
cus_0x15a7,philippy,755-77-1230,mechanic,2024-05-01,22.0
cus_0x15a9,petery,827-07-8942,writer,2024-11-01,39.0
cus_0x15ad,peterl,357-70-0085,mechanic,2023-01-01,27.0
cus_0x15b4,virkid,648-00-4817,musician,2024-05-01,23.0
cus_0x15b7,anna driverc,unknown,engineer,2023-02-01,37.0
cus_0x15b9,alex rax,824-34-8358,writer,2023-03-01,23.0
cus_0x15c4,sue zeidlerd,267-54-6899,journalist,2023-08-01,38.0
cus_0x15c5,jensent,680-70-8654,doctor,2025-01-01,39.0
cus_0x15cc,anna yukhananova,009-20-6501,manager,2024-02-01,25.0
cus_0x15d5,grantq,296-39-6431,teacher,2024-03-01,24.0
cus_0x15d9,edwine,595-11-4463,doctor,2024-03-01,34.0
cus_0x15da,lynch emilyy,283-09-7565,doctor,2024-02-01,24.0
cus_0x15dd,annq,794-51-3706,architect,2024-05-01,33.0
cus_0x15df,whiteb,472-10-4696,manager,2024-12-01,29.0
cus_0x15e7,yimou leeh,948-92-5850,media_manager,2023-07-01,16.0
cus_0x15ec,phile,unknown,manager,2024-07-01,30.0
cus_0x15f1,peter rudegeairj,097-15-4981,_______,2024-08-01,33.0
cus_0x15f2,taiga uranakar,708-00-6661,teacher,2023-08-01,32.0
cus_0x15f4,barrh,858-25-8047,developer,2024-06-01,17.0
cus_0x15f7,dhanyal,unknown,engineer,2024-02-01,19.0
cus_0x15f8,sonali paulv,979-81-8610,developer,2024-06-01,37.0
cus_0x1600,megan daviesb,871-12-8955,media_manager,2024-10-01,30.0
cus_0x1604,sam forgioneb,078-26-7485,developer,2023-11-01,43.0
cus_0x1607,nicolacif,994-40-1980,architect,2024-10-01,45.0
cus_0x160a,fergus jenseny,262-33-6347,_______,2023-02-01,27.0
cus_0x1612,en klaymanf,147-97-2500,media_manager,2024-10-01,38.0
cus_0x1613,anna driveru,572-19-1320,accountant,2024-12-01,33.0
cus_0x1616,johnc,232-16-0697,architect,2023-05-01,33.0
cus_0x1619,phil wahbao,683-59-7399,media_manager,2023-09-01,54.0
cus_0x161b,pavel polityukq,451-95-0188,manager,2024-09-01,38.0
cus_0x1621,nickr,470-60-1304,writer,2024-08-01,41.0
cus_0x1628,frostl,340-56-9506,musician,2024-04-01,33.0
cus_0x162f,"\"oleary\"\"k\"",170-70-1371,engineer,2024-05-01,35.0
cus_0x1630,laurence fletchery,638-52-4307,writer,2023-01-01,35.0
cus_0x1631,karen jacobsy,453-64-2565,mechanic,2024-05-01,45.0
cus_0x1638,langeu,419-04-0207,lawyer,2024-08-01,28.0
cus_0x163c,julien toyera,534-12-7952,media_manager,2023-04-01,32.0
cus_0x1640,josephine masonl,386-11-7632,teacher,2024-06-01,28.0
cus_0x1647,caroline valetkevitchb,747-79-7877,lawyer,2023-07-01,19.0
